SEQN,intense,light,moderate,sedentary
21068.0,,210.57142857142858,10.333333333333334,740.5714285714286
21069.0,,416.7142857142857,10.666666666666666,534.1428571428571
21070.0,,229.66666666666666,3.25,761.2857142857143
21071.0,1.6666666666666667,203.42857142857142,43.42857142857143,712.4285714285714
21074.0,,97.85714285714286,1.8,860.8571428571429
21075.0,9.833333333333334,318.57142857142856,45.285714285714285,587.7142857142857
21078.0,,160.71428571428572,15.0,786.4285714285714
21079.0,6.0,353.57142857142856,31.142857142857142,574.4285714285714
21080.0,,422.57142857142856,2.857142857142857,534.5714285714286
21082.0,4.0,394.2857142857143,46.857142857142854,517.1428571428571
21083.0,,168.83333333333334,1.6666666666666667,814.5714285714286
21084.0,,276.1666666666667,4.333333333333333,719.5714285714286
21085.0,1.0,205.8,59.75,778.7142857142857
21086.0,4.666666666666667,146.85714285714286,25.333333333333332,789.4285714285714
21087.0,1.0,443.5,65.33333333333333,523.7142857142857
21088.0,,162.85714285714286,10.4,789.7142857142857
21090.0,,432.85714285714283,27.428571428571427,499.7142857142857
21091.0,15.5,97.0,28.166666666666668,834.4285714285714
21094.0,1.0,282.2857142857143,44.285714285714285,633.2857142857143
21095.0,,28.0,6.0,932.5714285714286
21096.0,,259.8,14.6,764.0
21097.0,,132.83333333333334,14.75,837.7142857142857
21098.0,1.0,286.7142857142857,20.571428571428573,652.4285714285714
21099.0,,195.42857142857142,2.142857142857143,762.4285714285714
21100.0,,147.28571428571428,8.333333333333334,809.1428571428571
21101.0,15.833333333333334,359.2857142857143,113.28571428571429,473.85714285714283
21103.0,13.0,326.2857142857143,59.42857142857143,563.1428571428571
21104.0,,255.57142857142858,3.75,702.2857142857143
21107.0,,198.4,25.0,800.4285714285714
21108.0,,333.4,11.4,713.7142857142857
21109.0,3.0,327.57142857142856,21.666666666666668,613.0
21110.0,,1.4,,959.0
21111.0,,267.2857142857143,2.7142857142857144,690.0
21112.0,,306.14285714285717,10.75,647.7142857142857
21113.0,,13.0,1.7142857142857142,945.2857142857143
21114.0,2.6666666666666665,322.14285714285717,21.285714285714285,615.4285714285714
21115.0,1.0,66.0,5.5,889.0
21117.0,,412.1666666666667,7.285714285714286,599.4285714285714
21118.0,,303.0,3.6666666666666665,653.8571428571429
21119.0,,243.42857142857142,20.285714285714285,696.2857142857143
21120.0,,355.2857142857143,2.2,603.1428571428571
21122.0,,70.0,14.0,908.0
21124.0,,420.1666666666667,15.333333333333334,586.7142857142857
21125.0,6.0,355.7142857142857,45.333333333333336,562.8571428571429
21129.0,13.0,232.57142857142858,13.714285714285714,710.0
21130.0,2.25,376.85714285714283,55.857142857142854,526.0
21132.0,,363.57142857142856,24.857142857142858,571.5714285714286
21134.0,,313.14285714285717,1.5,646.0
21136.0,3.0,480.85714285714283,58.714285714285715,420.0
21137.0,6.0,249.83333333333334,55.666666666666664,695.5714285714286
21140.0,1.6666666666666667,411.14285714285717,23.571428571428573,524.5714285714286
21141.0,,292.0,15.714285714285714,652.2857142857143
21142.0,,472.6666666666667,10.666666666666666,545.7142857142857
