,SEQN,intense,light,moderate,sedentary,active
434,21632.0,0.0,362.57142857142856,1.75,596.4285714285714,0
435,21634.0,0.0,48.6,22.5,918.8571428571428,1
436,21635.0,0.0,210.85714285714286,5.0,744.1428571428571,0
437,21636.0,0.0,1.3333333333333333,1.0,959.2857142857144,0
438,21637.0,0.0,307.1666666666667,10.833333333333336,687.4285714285713,0
439,21639.0,1.0,99.75,10.0,900.0,0
440,21640.0,8.8,68.85714285714286,33.0,856.5714285714287,1
441,21642.0,13.0,99.5,48.5,823.8571428571429,1
442,21643.0,0.0,363.4285714285714,3.1428571428571432,593.4285714285714,0
443,21644.0,0.0,1.0,0.0,959.8571428571428,0
444,21645.0,0.0,219.2,45.5,777.4285714285713,1
445,21647.0,1.0,188.16666666666663,8.0,791.5714285714287,0
446,21649.0,3.0,281.0,85.14285714285714,591.7142857142858,1
447,21650.0,2.8,68.5,16.833333333333332,884.8571428571429,1
448,21651.0,9.857142857142858,348.1428571428572,84.85714285714286,517.1428571428571,1
449,21652.0,0.0,291.0,18.142857142857142,650.8571428571429,0
450,21656.0,2.0,341.7142857142857,105.85714285714286,511.8571428571428,1
451,21657.0,1.5,271.5,31.142857142857146,695.7142857142858,1
452,21658.0,2.0,272.14285714285717,24.714285714285715,662.8571428571429,1
453,21659.0,0.0,140.0,1.0,919.8571428571428,0
454,21660.0,0.0,290.57142857142856,29.714285714285715,639.7142857142858,1
455,21664.0,2.0,174.16666666666663,36.833333333333336,778.5714285714287,1
456,21666.0,0.0,148.42857142857142,4.4,808.4285714285713,0
457,21667.0,0.0,261.7142857142857,3.5,696.2857142857142,0
458,21669.0,6.333333333333332,182.85714285714286,22.428571428571423,752.0,1
459,21671.0,5.142857142857143,358.0,52.57142857142857,544.2857142857143,1
460,21672.0,0.0,269.2857142857143,7.166666666666668,684.5714285714286,0
461,21673.0,0.0,153.4,17.0,843.1428571428571,0
462,21674.0,0.0,5.0,1.6666666666666667,955.7142857142856,0
463,21675.0,1.0,302.85714285714283,25.42857142857143,631.4285714285714,1
464,21677.0,1.0,397.57142857142856,34.0,528.2857142857143,1
465,21678.0,0.0,250.14285714285717,18.714285714285715,691.1428571428571,0
466,21679.0,7.0,309.0,81.0,903.2857142857144,1
467,21681.0,0.0,265.0,20.285714285714285,674.7142857142858,0
468,21682.0,1.0,371.71428571428567,23.42857142857143,564.7142857142858,1
469,21683.0,1.0,42.714285714285715,11.25,910.7142857142856,0
470,21684.0,2.333333333333333,273.0,29.142857142857146,656.8571428571429,1
471,21685.0,0.0,491.6,7.8,603.2857142857142,0
472,21686.0,79.0,80.28571428571429,45.0,813.7142857142858,1
473,21690.0,0.0,125.83333333333331,7.0,847.1428571428571,0
474,21691.0,0.0,395.4285714285714,24.142857142857146,540.4285714285714,1
475,21694.0,2.333333333333333,320.57142857142856,31.42857142857143,606.0,1
476,21696.0,5.0,147.66666666666666,45.33333333333334,793.1428571428571,1
477,21697.0,5.5,264.57142857142856,67.57142857142857,623.1428571428571,1
478,21698.0,2.5,430.57142857142856,45.714285714285715,482.28571428571433,1
479,21699.0,0.0,203.42857142857144,22.57142857142857,734.0,1
480,21703.0,0.0,368.8571428571428,7.428571428571429,583.7142857142858,0
481,21704.0,0.0,3.5,1.0,958.7142857142856,0
482,21705.0,0.0,440.57142857142856,36.142857142857146,483.28571428571433,1
483,21706.0,15.428571428571427,387.8571428571428,75.57142857142857,481.1428571428572,1
484,21709.0,2.0,278.7142857142857,39.42857142857143,641.0,1
485,21710.0,2.6666666666666665,412.1428571428572,65.28571428571429,480.28571428571433,1
486,21712.0,0.0,304.85714285714283,1.4,654.1428571428571,0
487,21713.0,2.1666666666666665,287.85714285714283,78.85714285714286,591.4285714285714,1
488,21714.0,1.0,139.28571428571428,7.4,815.2857142857142,0
489,21715.0,1.0,232.0,3.2857142857142856,724.5714285714287,0
490,21716.0,8.0,243.42857142857144,26.142857142857146,685.8571428571429,1
491,21718.0,0.0,428.8571428571428,34.857142857142854,496.28571428571433,1
492,21719.0,0.0,290.85714285714283,6.142857142857142,663.0,0
493,21720.0,1.0,240.14285714285717,27.857142857142854,691.8571428571429,1
494,21721.0,0.0,2.5,0.0,958.5714285714287,0
495,21722.0,0.0,5.0,0.0,957.1428571428572,0
496,21723.0,0.0,311.1666666666667,18.0,677.8571428571429,0
497,21724.0,1.0,286.7142857142857,46.14285714285714,627.0,1
498,21726.0,0.0,318.0,12.714285714285715,629.2857142857142,0
499,21728.0,1.0,232.14285714285717,13.0,714.7142857142858,0
500,21730.0,0.0,219.14285714285717,12.5,730.1428571428571,0
501,21732.0,3.5,258.7142857142857,18.571428571428573,681.7142857142858,1
502,21733.0,0.0,5.0,1.0,958.4285714285713,0
503,21735.0,0.0,232.0,41.66666666666666,692.2857142857142,1
504,21738.0,1.0,133.66666666666666,37.16666666666666,813.4285714285713,1
505,21739.0,8.333333333333334,319.7142857142857,75.71428571428571,557.4285714285714,1
506,21740.0,0.0,349.8571428571428,45.714285714285715,564.4285714285714,1
507,21741.0,0.0,314.57142857142856,29.57142857142857,615.8571428571429,1
508,21745.0,2.6,467.71428571428567,44.28571428571429,446.1428571428572,1
509,21746.0,0.0,127.42857142857143,5.428571428571429,827.1428571428571,0
510,21747.0,0.0,205.14285714285717,9.571428571428571,745.2857142857142,0
511,21753.0,2.0,308.2857142857143,34.57142857142857,616.2857142857142,1
512,21754.0,21.0,419.71428571428567,62.714285714285715,462.57142857142856,1
513,21755.0,11.75,297.2857142857143,144.42857142857142,511.57142857142856,1
514,21756.0,2.0,228.85714285714286,16.857142857142858,714.0,0
515,21757.0,0.0,278.0,22.57142857142857,659.4285714285714,1
516,21758.0,1.0,197.0,15.166666666666664,749.8571428571429,0
517,21759.0,0.0,398.71428571428567,24.57142857142857,536.7142857142857,1
518,21760.0,1.5,113.5,36.8,836.0,1
519,21761.0,2.333333333333333,206.0,24.142857142857146,727.8571428571429,1
520,21762.0,0.0,208.42857142857144,7.6,746.1428571428571,0
521,21768.0,0.0,162.14285714285714,4.0,796.1428571428571,0
522,21769.0,1.0,411.1428571428572,62.66666666666666,494.57142857142856,1
523,21771.0,9.5,417.8571428571428,104.42857142857143,429.57142857142856,1
524,21772.0,0.0,202.14285714285717,4.333333333333333,754.1428571428571,0
525,21773.0,12.0,241.0,15.142857142857142,702.1428571428571,1
526,21774.0,1.5,69.83333333333333,11.5,893.1428571428571,0
527,21775.0,8.8,260.0,53.83333333333334,647.5714285714286,1
528,21777.0,0.0,280.2857142857143,14.428571428571427,665.2857142857142,0
529,21778.0,3.0,397.2,38.5,641.5714285714286,1
530,21779.0,0.0,215.85714285714286,11.0,733.1428571428571,0
531,21780.0,0.0,273.1666666666667,7.0,719.8571428571429,0
532,21781.0,0.0,278.57142857142856,16.0,667.7142857142858,0
533,21782.0,0.0,340.42857142857144,11.166666666666664,610.0,0
534,21783.0,3.8,254.85714285714286,35.57142857142857,666.8571428571429,1
535,21784.0,3.0,197.28571428571428,10.571428571428571,751.7142857142858,0
536,21785.0,0.0,215.14285714285717,1.8,743.5714285714287,0
537,21789.0,0.0,306.42857142857144,3.7142857142857135,649.8571428571429,0
538,21790.0,0.0,164.6,3.5,841.4285714285713,0
539,21792.0,0.0,113.57142857142857,1.5,845.5714285714287,0
540,21793.0,3.6666666666666665,290.6666666666667,33.5,680.5714285714286,1
541,21794.0,0.0,222.28571428571428,17.2,725.4285714285713,0
542,21795.0,0.0,47.42857142857143,6.4,908.0,0
543,21799.0,1.5,356.28571428571433,12.857142857142858,590.4285714285714,0
544,21801.0,7.0,102.71428571428572,18.0,845.0,1
545,21802.0,1.0,79.2,18.0,892.8571428571429,0
546,21804.0,1.5,310.0,36.42857142857143,612.7142857142858,1
547,21807.0,5.0,286.2857142857143,47.714285714285715,622.4285714285714,1
548,21808.0,0.0,255.85714285714286,28.0,680.1428571428571,1
549,21809.0,1.6666666666666667,253.14285714285717,79.28571428571429,626.1428571428571,1
550,21810.0,1.5,169.28571428571428,14.0,777.8571428571429,0
551,21811.0,0.0,225.7142857142857,3.8,731.5714285714287,0
552,21812.0,0.0,238.7142857142857,8.666666666666666,713.8571428571429,0
553,21813.0,1.3333333333333333,114.0,11.833333333333336,835.2857142857142,0
554,21814.0,6.0,313.7142857142857,23.714285714285715,618.2857142857142,1
555,21815.0,1.0,331.85714285714283,24.142857142857146,603.8571428571429,1
556,21816.0,3.5,445.4,81.6,581.5714285714286,1
